x,Intensity
-200000.0,0.5908175093268151
-199959.99599959995,0.5894473894870902
-199919.99199919993,0.5880777891476997
-199879.9879987999,0.5867087274045515
-199839.98399839984,0.5853402233015089
-199799.9799979998,0.5839722961784171
-199759.97599759977,0.5826049650251318
-199719.97199719973,0.5812382491408814
-199679.96799679968,0.5798721674070186
-199639.96399639963,0.5785067393290898
-199599.9599959996,0.5771419837396659
-199559.95599559956,0.5757779199719324
-199519.95199519952,0.5744145668704297
-199479.94799479947,0.5730519436852926
-199439.94399439945,0.5716900696605105
-199399.9399939994,0.5703289635523163
-199359.93599359936,0.5689686447051991
-199319.9319931993,0.5676091318931507
-199279.9279927993,0.5662504444087433
-199239.92399239924,0.5648926012830288
-199199.9199919992,0.5635356216014819
-199159.91599159915,0.5621795241836122
-199119.91199119913,0.560824327997678
-199079.90799079908,0.5594700522793542
-199039.90399039903,0.5581167158145446
-198999.899989999,0.5567643377829286
-198959.89598959897,0.5554129368198693
-198919.89198919892,0.5540625321104483
-198879.88798879887,0.5527131425140698
-198839.88398839883,0.5513647869683787
-198799.8799879988,0.5500174844596786
-198759.87598759876,0.548671253650527
-198719.8719871987,0.5473261135880455
-198679.8679867987,0.5459820830016582
-198639.86398639865,0.5446391808473567
-198599.8599859986,0.5432974258795122
-198559.85598559855,0.5419568369315884
-198519.85198519853,0.5406174327595773
-198479.84798479849,0.5392792321621479
-198439.84398439844,0.5379422540773493
-198399.8399839984,0.536606516899685
-198359.83598359837,0.5352720396225954
-198319.83198319832,0.5339388409481929
-198279.82798279828,0.5326069392507519
-198239.82398239823,0.5312763536541457
-198199.8199819982,0.5299471025201313
-198159.81598159816,0.5286192045416848
-198119.81198119812,0.5272926783529689
-198079.80798079807,0.5259675425721799
-198039.80398039805,0.5246438155759027
-197999.799979998,0.5233215162241843
-197959.79597959796,0.5220006627926992
-197919.7919791979,0.5206812740300545
-197879.7879787979,0.5193633682020354
-197839.78397839784,0.5180469639328064
-197799.7799779978,0.5167320795262363
-197759.77597759775,0.5154187336219568
-197719.77197719773,0.5141069443781032
-197679.76797679768,0.5127967302471547
-197639.76397639763,0.5114881097289148
-197599.7599759976,0.5101811009789847
-197559.75597559757,0.5088757224626713
-197519.75197519752,0.5075719922114894
-197479.74797479747,0.5062699288501987
-197439.74397439745,0.5049695502901455
-197399.7399739974,0.503670874845381
-197359.73597359736,0.5023739207613841
-197319.7319731973,0.5010787063492803
-197279.7279727973,0.4997852492494374
-197239.72397239725,0.4984935681018087
-197199.7199719972,0.4972036807087535
-197159.71597159715,0.4959156052525265
-197119.71197119713,0.4946293596316395
-197079.70797079708,0.493344961955841
-197039.70397039704,0.4920624300448314
-196999.699969997,0.49078178223321567
-196959.69596959697,0.48950303590355915
-196919.69196919692,0.48822620941017175
-196879.68796879688,0.4869513202134243
-196839.68396839683,0.4856783864652242
-196799.6799679968,0.4844074259500839
-196759.67596759676,0.4831384560516953
-196719.67196719671,0.4818714949104349
-196679.66796679667,0.4806065602650067
-196639.66396639665,0.4793436695667791
-196599.6599659966,0.4780828406172192
-196559.65596559655,0.47682409100534284
-196519.6519651965,0.47556743814634633
-196479.6479647965,0.47431289978122
-196439.64396439644,0.4730604933264931
-196399.6399639964,0.4718102365209609
-196359.63596359635,0.47056214666557145
-196319.63196319633,0.46931624109915643
-196279.62796279628,0.4680725371878551
-196239.62396239623,0.4668310525160303
-196199.6199619962,0.4655918042202071
-196159.61596159617,0.4643548097535629
-196119.61196119612,0.4631200860970539
-196079.60796079607,0.46188765080388816
-196039.60396039605,0.4606575209283526
-195999.599959996,0.4594297135134054
-195959.59595959596,0.458204245722686
-195919.5919591959,0.45698113474946556
-195879.5879587959,0.45576039772394206
-195839.58395839584,0.45454205134678227
-195799.5799579958,0.4533261127952535
-195759.57595759575,0.4521125988894002
-195719.57195719573,0.45090152673058287
-195679.56795679568,0.4496929128935935
-195639.56395639564,0.44848677434914486
-195599.5599559956,0.44728312790882474
-195559.55595559557,0.4460819904143567
-195519.55195519552,0.44488337832325375
-195479.54795479547,0.4436873083822615
-195439.54395439543,0.4424937973169281
-195399.5399539954,0.4413028616551688
-195359.53595359536,0.44011451792234074
-195319.5319531953,0.4389287826394981
-195279.52795279527,0.43774567253489993
-195239.52395239525,0.43656520343590266
-195199.5199519952,0.43538739234778473
-195159.51595159515,0.4342122551880532
-195119.5119511951,0.4330398084029173
-195079.5079507951,0.4318700683662926
-195039.50395039504,0.4307030511209456
-194999.499949995,0.4295387729214598
-194959.49594959494,0.4283772499571594
-194919.49194919493,0.4272184983812688
-194879.48794879488,0.42606253394731947
-194839.48394839483,0.4249093727939509
-194799.4799479948,0.4237590310196945
-194759.47594759476,0.4226115244846651
-194719.47194719472,0.4214668689599295
-194679.46794679467,0.42032508029881893
-194639.46394639465,0.4191861743607703
-194599.4599459946,0.4180501667918006
-194559.45594559456,0.4169170733236453
-194519.4519451945,0.41578690960651526
-194479.4479447945,0.4146596912329439
-194439.44394439444,0.41353543372460183
-194399.4399439944,0.4124141528261855
-194359.43594359435,0.41129586354869313
-194319.43194319433,0.41018058167730886
-194279.42794279428,0.4090683222733519
-194239.42394239423,0.40795910092286125
-194199.4199419942,0.4068529329223547
-194159.41594159417,0.40574983316170826
-194119.41194119412,0.40464981713038534
-194079.40794079407,0.40355289977467174
-194039.40394039403,0.40245909626081344
-193999.399939994,0.4013684216172533
-193959.39593959396,0.4002808908549772
-193919.3919391939,0.3991965187155487
-193879.38793879387,0.39811532021243534
-193839.38393839385,0.3970373102521452
-193799.3799379938,0.39596250329232296
-193759.37593759375,0.394890914454129
-193719.37193719373,0.3938225581871411
-193679.3679367937,0.3927574490347052
-193639.36393639364,0.39169560173063117
-193599.3599359936,0.39063703079668294
-193559.35593559357,0.3895817506439602
-193519.35193519352,0.3885297756550063
-193479.34793479348,0.3874811201961012
-193439.34393439343,0.38643579856784444
-193399.3399339934,0.38539382517840254
-193359.33593359336,0.3843552140878612
-193319.33193319332,0.38331997938362866
-193279.32793279327,0.38228813528821415
-193239.32393239325,0.38125969576175217
-193199.3199319932,0.38023467475008677
-193159.31593159316,0.37921308632545936
-193119.3119311931,0.37819494423975986
-193079.3079307931,0.37718026230685625
-193039.30393039304,0.37616905444210097
-192999.299929993,0.37516133415046177
-192959.29592959295,0.37415711523246276
-192919.29192919293,0.37315641124114224
-192879.28792879288,0.3721592357846318
-192839.28392839283,0.3711656021126271
-192799.2799279928,0.3701755239465429
-192759.27592759277,0.36918901434986356
-192719.27192719272,0.36820608696276425
-192679.26792679267,0.36722675473510635
-192639.26392639262,0.366251031117008
-192599.2599259926,0.3652789291283067
-192559.25592559256,0.3643104617681101
-192519.2519251925,0.3633456421255014
-192479.24792479246,0.36238448330255796
-192439.24392439245,0.36142699793879285
-192399.2399239924,0.36047319905535286
-192359.23592359235,0.359523099393889
-192319.23192319233,0.358576711704208
-192279.22792279228,0.35763404857928405
-192239.22392239224,0.35669512264743
-192199.2199219922,0.3557599465516113
-192159.21592159217,0.35482853263439884
-192119.21192119212,0.35390089337070896
-192079.20792079208,0.35297704119319256
-192039.20392039203,0.35205698821292064
-191999.199919992,0.3511407468511595
-191959.19591959196,0.3502283292633139
-191919.19191919192,0.34931974744758815
-191879.18791879187,0.34841501349961934
-191839.18391839185,0.347514139463728
-191799.1799179918,0.34661713722214904
-191759.17591759175,0.3457240186367792
-191719.1719171917,0.34483479563463915
-191679.1679167917,0.34394947970603845
-191639.16391639164,0.34306808259359123
-191599.1599159916,0.3421906160326258
-191559.15591559155,0.34131709162923324
-191519.15191519153,0.34044752057812144
-191479.14791479148,0.3395819145379124
-191439.14391439143,0.33872028468116927
-191399.13991399138,0.33786264238670427
-191359.13591359137,0.3370089988695119
-191319.13191319132,0.3361593653546306
-191279.12791279127,0.3353137527926325
-191239.12391239125,0.3344721722535984
-191199.1199119912,0.3336346347646819
-191159.11591159116,0.3328011511919927
-191119.1119111911,0.3319717323764109
-191079.1079107911,0.3311463889300565
-191039.10391039104,0.33032513179380263
-190999.099909991,0.3295079713441856
-190959.09590959095,0.3286949182819511
-190919.09190919093,0.32788598312316375
-190879.08790879088,0.32708117613516785
-190839.08390839084,0.3262805077823723
-190799.0799079908,0.3254839883512697
-190759.07590759077,0.3246916281409913
-190719.07190719072,0.3239034370692122
-190679.06790679067,0.3231194255189045
-190639.06390639063,0.32233960321796234
-190599.0599059906,0.3215639801837036
-190559.05590559056,0.3207925664750041
-190519.0519051905,0.32002537172898593
-190479.04790479047,0.31926240568921166
-190439.04390439045,0.3185036782053713
-190399.0399039904,0.3177491985190231
-190359.03590359035,0.3169989764556802
-190319.0319031903,0.31625302133968713
-190279.0279027903,0.3155113426138037
-190239.02390239024,0.3147739495807118
-190199.0199019902,0.31404085147166133
-190159.01590159017,0.313312057456268
-190119.01190119013,0.31258757662534054
-190079.00790079008,0.3118674180926493
-190039.00390039003,0.3111515906226458
-189998.99989998998,0.31044010332632993
-189958.99589958997,0.30973296497157826
-189918.99189918992,0.3090301842551278
-189878.98789878987,0.30833176975504567
-189838.98389838985,0.30763773032899977
-189798.9798979898,0.3069480741192269
-189758.97589758976,0.3062628099747481
-189718.9718971897,0.3055819460097883
-189678.9678967897,0.30490549067675426
-189638.96389638964,0.3042334521492105
-189598.9598959896,0.30356583852830527
-189558.95589558955,0.30290265812455397
-189518.95189518953,0.3022439187014581
-189478.94789478948,0.30158962830870367
-189438.94389438943,0.30093979478684474
-189398.9398939894,0.3002944260034365
-189358.93589358937,0.2996535295786735
-189318.93189318932,0.29901711313990303
-189278.92789278927,0.29838518433966854
-189238.92389238923,0.29775775068608173
-189198.9198919892,0.297134819451443
-189158.91589158916,0.2965163981498493
-189118.9118911891,0.2959024939377264
-189078.90789078907,0.29529311408143044
-189038.90389038905,0.2946882656400129
-188998.899889989,0.2940879557128154
-188958.89588958895,0.29349219120778947
-188918.8918891889,0.2929009790877647
-188878.8878887889,0.2923143259989357
-188838.88388838884,0.29173223890099714
-188798.8798879888,0.2911547244153796
-188758.87588758877,0.2905817889291398
-188718.87188718872,0.29001343913941774
-188678.86788678868,0.2894496813446099
-188638.86388638863,0.2888905220742779
-188598.8598859886,0.2883359673848932
-188558.85588558856,0.2877860237753271
-188518.85188518852,0.28724069697476967
-188478.84788478847,0.28669999337540014
-188438.84388438845,0.2861639188289742
-188398.8398839884,0.2856324791554733
-188358.83588358836,0.28510568023907085
-188318.8318831883,0.28458352772329126
-188278.8278827883,0.2840660272898191
-188238.82388238824,0.28355318475099217
-188198.8198819882,0.2830450052571674
-188158.81588158815,0.2825414944163625
-188118.81188118813,0.2820426575583623
-188078.80788078808,0.28154849985583186
-188038.80388038803,0.2810590266510068
-187998.799879988,0.2805742428826442
-187958.79587958797,0.28009415356578
-187918.79187918792,0.27961876392136475
-187878.78787878787,0.27914807851329293
-187838.78387838783,0.27868210227293255
-187798.7798779878,0.2782208398992646
-187758.77587758776,0.27776429593557445
-187718.7718771877,0.2773124750810781
-187678.7678767877,0.276865381662401
-187638.76387638765,0.27642302007741676
-187598.7598759876,0.2759853948681297
-187558.75587558755,0.2755525098488543
-187518.7518751875,0.2751243695344743
-187478.74787478748,0.274700977831188
-187438.74387438744,0.27428233872932933
-187398.7398739874,0.2738684562099231
-187358.73587358737,0.2734593339437206
-187318.73187318732,0.27305497585963173
-187278.72787278728,0.2726553856313714
-187238.72387238723,0.27226056664246007
-187198.7198719872,0.271870522630524
-187158.71587158716,0.2714852567460183
-187118.71187118712,0.27110477259487337
-187078.70787078707,0.2707290733562638
-187038.70387038705,0.2703581620939042
-186998.699869987,0.26999204202536686
-186958.69586958695,0.2696307160763109
-186918.6918691869,0.2692741873405684
-186878.6878687869,0.26892245851111607
-186838.68386838684,0.2685755325130926
-186798.6798679868,0.2682334118019889
-186758.67586758675,0.2678960992149735
-186718.67186718673,0.2675635971206608
-186678.66786678668,0.26723590815166903
-186638.66386638663,0.26691303448186954
-186598.65986598658,0.26659497841724183
-186558.65586558657,0.26628174219392253
-186518.65186518652,0.26597332793444334
-186478.64786478647,0.2656697377745009
-186438.64386438642,0.2653709734765225
-186398.6398639864,0.2650770369376429
-186358.63586358636,0.2647879301387572
-186318.6318631863,0.2645036544673279
-186278.6278627863,0.2642242118553766
-186238.62386238624,0.2639496036093025
-186198.6198619862,0.2636798312939167
-186158.61586158615,0.26341489635206283
-186118.61186118613,0.2631547997630788
-186078.60786078608,0.26289954316009095
-186038.60386038604,0.26264912739538343
-185998.599859986,0.2624035535415952
-185958.59585958597,0.2621628226105895
-185918.59185918592,0.2619269355238906
-185878.58785878588,0.26169589292890644
-185838.58385838583,0.26146969563467654
-185798.5798579858,0.26124834425208254
-185758.57585758576,0.26103183927126805
-185718.5718571857,0.2608201812579028
-185678.56785678567,0.26061337046221994
-185638.56385638565,0.26041140729082735
-185598.5598559856,0.2602142918117421
-185558.55585558555,0.2600220242650751
-185518.5518551855,0.2598346047780471
-185478.5478547855,0.2596520330902733
-185438.54385438544,0.2594743091904218
-185398.5398539854,0.2593014329747449
-185358.53585358534,0.2591334038719472
-185318.53185318533,0.25897022171580936
-185278.52785278528,0.2588118860674691
-185238.52385238523,0.25865839630369997
-185198.5198519852,0.25850975173522917
-185158.51585158517,0.25836595180605376
-185118.51185118512,0.2582269956568617
-185078.50785078507,0.25809288241986594
-185038.50385038502,0.2579636110945323
-184998.499849985,0.257839180683347
-184958.49584958496,0.257719590074136
-184918.4918491849,0.2576048379505921
-184878.4878487849,0.2574949231457063
-184838.48384838484,0.25738984417687844
-184798.4798479848,0.2572895996202115
-184758.47584758475,0.25719418789200726
-184718.47184718473,0.2571036075257404
-184678.46784678468,0.2570178565871881
-184638.46384638463,0.256936933503282
-184598.4598459846,0.25686083618203415
-184558.45584558457,0.25678956276479703
-184518.45184518452,0.256723111134305
-184478.44784478447,0.2566614792660558
-184438.44384438443,0.25660466489738465
-184398.4398439844,0.2565526657384235
-184358.43584358436,0.25650547939062424
-184318.4318431843,0.256463103448182
-184278.42784278427,0.2564255352079188
-184238.42384238425,0.25639277209559097
-184198.4198419842,0.2563648114462699
-184158.41584158415,0.25634165052206004
-184118.4118411841,0.2563232863257086
-184078.4078407841,0.25630971594089996
-184038.40384038404,0.2563009362659914
-183998.399839984,0.25629694427862676
-183958.39583958394,0.25629773657249794
-183918.39183918393,0.25630331001750617
-183878.38783878388,0.2563136611343216
-183838.38383838383,0.25632878655247726
-183798.3798379838,0.2563486826635603
-183758.37583758376,0.25637334575527404
-183718.37183718372,0.25640277228661246
-183678.36783678367,0.256436958361763
-183638.36383638365,0.2564759000386146
-183598.3598359836,0.25651959340627856
-183558.35583558356,0.256568034534101
-183518.3518351835,0.2566212190038773
-183478.3478347835,0.25667914288171473
-183438.34383438344,0.2567418017184939
-183398.3398339834,0.2568091912017666
-183358.33583358335,0.2568813067780986
-183318.33183318333,0.25695814396229316
-183278.32783278328,0.2570396981872504
-183238.32383238323,0.2571259646671882
-183198.3198319832,0.2572169386506665
-183158.31583158317,0.2573126151577206
-183118.31183118312,0.2574129893690744
-183078.30783078307,0.2575180561946233
-183038.30383038303,0.2576278103734362
-182998.299829983,0.25774224699000353
-182958.29582958296,0.257861360441636
-182918.2918291829,0.2579851455633812
-182878.28782878286,0.2581135968996934
-182838.28382838285,0.2582467087797727
-182798.2798279828,0.25838447573273954
-182758.27582758275,0.25852689196758327
-182718.27182718273,0.2586739517691221
-182678.26782678269,0.25882564908922906
-182638.26382638264,0.25898197830472874
-182598.2598259826,0.2591429331318796
-182558.25582558254,0.25930850774660397
-182518.25182518252,0.25947869549423763
-182478.24782478248,0.2596534905778697
-182438.24382438243,0.2598328864246149
-182398.2398239824,0.26001687663059714
-182358.23582358236,0.26020545463026235
-182318.23182318232,0.26039861399648767
-182278.22782278227,0.26059634794784564
-182238.22382238225,0.2607986496332607
-182198.2198219822,0.26100551228645913
-182158.21582158215,0.26121692913827416
-182118.2118211821,0.26143289308034867
-182078.2078207821,0.2616533969809391
-182038.20382038204,0.2618784337861899
-181998.199819982,0.26210799626245307
-181958.19581958195,0.26234207691834777
-181918.19181918193,0.2625806685117746
-181878.18781878188,0.2628237636546634
-181838.18381838183,0.26307135456971853
-181798.17981798179,0.26332343377734496
-181758.17581758177,0.26357999345734645
-181718.17181718172,0.26384102595341336
-181678.16781678167,0.26410652325068884
-181638.16381638165,0.26437647745344534
-181598.1598159816,0.2646508805413661
-181558.15581558156,0.26492972449822594
-181518.1518151815,0.26521300087620836
-181478.14781478146,0.2655007016300295
-181438.14381438144,0.2657928183458069
-181398.1398139814,0.26608934266870027
-181358.13581358135,0.2663902660266689
-181318.13181318133,0.26669557977171765
-181278.12781278128,0.26700527531624624
-181238.12381238124,0.2673193439641286
-181198.1198119812,0.26763777690334417
-181158.11581158114,0.26796056509737504
-181118.11181118112,0.2682876997613577
-181078.10781078108,0.26861917177781075
-181038.10381038103,0.268954971913579
-180998.099809981,0.26929509122956385
-180958.09580958096,0.2696395200033058
-180918.0918091809,0.2699882493667417
-180878.08780878087,0.2703412696665435
-180838.08380838085,0.27069857131783953
-180798.0798079808,0.27106014493308594
-180758.07580758075,0.27142598062797096
-180718.0718071807,0.271796068885275
-180678.0678067807,0.2721703997532368
-180638.06380638064,0.2725489633800238
-180598.0598059806,0.2729317497252995
-180558.05580558054,0.2733187488707413
-180518.05180518053,0.27370995069418524
-180478.04780478048,0.27410534487299615
-180438.04380438043,0.27450492132049215
-180398.03980398038,0.2749086696266818
-180358.03580358037,0.2753165793480745
-180318.03180318032,0.2757286399073528
-180278.02780278027,0.2761448409132959
-180238.02380238025,0.27656517175341044
-180198.0198019802,0.27698962154799817
-180158.01580158016,0.2774181794574583
-180118.0118011801,0.2778508349319243
-180078.00780078006,0.2782875767469892
-180038.00380038004,0.2787283941601928
-179997.99979998,0.27917327579359724
-179957.99579957995,0.2796222105209503
-179917.99179917993,0.2800751875307152
-179877.98779877988,0.2805321950829852
-179837.98379837984,0.2809932219338691
-179797.9797979798,0.2814582567328566
-179757.97579757977,0.2819272878298387
-179717.97179717972,0.2824003037309336
-179677.96779677967,0.28287729287985036
-179637.96379637963,0.2833582432759232
-179597.9597959796,0.2838431432651405
-179557.95579557956,0.28433198116812364
-179517.9517951795,0.2848247446708856
-179477.94779477947,0.2853214219238754
-179437.94379437945,0.28582200099307875
-179397.9397939794,0.2863264695210122
-179357.93579357935,0.286834815440626
-179317.9317931793,0.2873470263659971
-179277.9277927793,0.28786308985924963
-179237.92379237924,0.28838299355942065
-179197.9197919792,0.2889067251580716
-179157.91579157917,0.2894342716752826
-179117.91179117913,0.28996562092322825
-179077.90779077908,0.2905007597600155
-179037.90379037903,0.29103967573177075
-178997.89978997898,0.2915823558666338
-178957.89578957896,0.29212878728036695
-178917.89178917892,0.292678956944996
-178877.88778877887,0.29323285188928006
-178837.88378837885,0.2937904590012103
-178797.8797879788,0.29435176498303084
-178757.87578757876,0.29491675661735
-178717.8717871787,0.295485420659978
-178677.86778677866,0.2960577437247951
-178637.86378637864,0.29663371229568075
-178597.8597859786,0.29721331296007986
-178557.85578557855,0.29779653192701955
-178517.85178517853,0.29838335569670144
-178477.84778477848,0.2989737705662305
-178437.84378437843,0.29956776276585867
-178397.8397839784,0.3001653183980769
-178357.83578357837,0.30076642356366556
-178317.83178317832,0.3013710642087865
-178277.82778277827,0.3019792266792896
-178237.82378237823,0.30259089629389285
-178197.8197819782,0.30320605925506455
-178157.81578157816,0.3038247014426228
-178117.8117811781,0.30444680810364966
-178077.80778077806,0.3050723652863947
-178037.80378037805,0.3057013584231241
-177997.799779978,0.3063337730723633
-177957.79577957795,0.30696959482027364
-177917.7917791779,0.30760880882394903
-177877.78777877789,0.3082514004380932
-177837.78377837784,0.30889735516711864
-177797.7797779778,0.3095466580180597
-177757.77577757777,0.31019929398979507
-177717.77177717772,0.31085524871802234
-177677.76777677768,0.31151450671042646
-177637.76377637763,0.31217705313062083
-177597.75977597758,0.3128428728282507
-177557.75577557756,0.3135119508089092
-177517.75177517752,0.3141842715870921
-177477.74777477747,0.31485982014281166
-177437.74377437745,0.3155385810158945
-177397.7397739774,0.31622053896032787
-177357.73577357735,0.3169056783699074
-177317.7317731773,0.31759398375303416
-177277.7277727773,0.3182854395524094
-177237.72377237724,0.31898003041156753
-177197.7197719772,0.3196777404221546
-177157.71577157715,0.3203785536222051
-177117.71177117713,0.3210824546147665
-177077.70777077708,0.3217894273898906
-177037.70377037703,0.3224994559923521
-176997.69976997699,0.3232125244327515
-176957.69576957697,0.3239286167898763
-176917.69176917692,0.32464771712092066
-176877.68776877687,0.3253698090444588
-176837.68376837682,0.32609487656671526
-176797.6797679768,0.3268229032728126
-176757.67576757676,0.32755387322881735
-176717.6717671767,0.3282877695858093
-176677.6677667767,0.32902457616401404
-176637.66376637665,0.32976427674619413
-176597.6597659766,0.33050685451216627
-176557.65576557655,0.33125229294116765
-176517.6517651765,0.3320005755512921
-176477.64776477648,0.3327516855517799
-176437.64376437644,0.33350560638986604
-176397.6397639764,0.33426232112140913
-176357.63576357637,0.3350218131740469
-176317.63176317632,0.3357840653324044
-176277.62776277628,0.33654906105787397
-176237.62376237623,0.33731678288213474
-176197.61976197618,0.33808721429850785
-176157.61576157616,0.33886033791332604
-176117.61176117611,0.33963613672218557
-176077.60776077607,0.3404145934739957
